product_type,brand_name,product_description,search_result_id,watersense_certified,energy_star_certified,product_url,image_url,product_rating,cost,currency
Bathtub Faucet,aurora decor,Aurora Decor Lilac Single-Handle Wall Mount Roman Tub Faucet with 7-Spray Round Hand Shower in Matte Black (Valve Included),320275688,1,0,https://www.homedepot.com/p/Aurora-Decor-Lilac-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-7-Spray-Round-Hand-Shower-in-Matte-Black-Valve-Included-SFSMDHD2A31MB/320275688,https://images.thdstatic.com/productImages/674bf8b6-a971-4649-897f-980b97ea9a6d/svn/matte-aurora-decor-roman-tub-faucets-sfsmdhd2a31mb-64_1000.jpg,0,238.86,USD
Bathtub Faucet,american standard,American Standard Somerville Single-Handle 3-Spray Tub and Shower Faucet Set of 2 in Brushed Nickel,310656127,1,0,https://www.homedepot.com/p/American-Standard-Somerville-Single-Handle-3-Spray-Tub-and-Shower-Faucet-Set-of-2-in-Brushed-Nickel-SMRVILLE-BNDLG/310656127,https://images.thdstatic.com/productImages/e4a4e067-73b3-4b21-aaaa-905f8a90d592/svn/brushed-nickel-american-standard-bathtub-shower-faucet-combos-smrville-bndlg-64_1000.jpg,4,325.96,USD
Bathtub Faucet,bwe,BWE Single-Handle Freestanding Floor Mount Roman Tub Faucet Bathtub Filler with Hand Shower in Matte Black,319531649,1,0,https://www.homedepot.com/p/BWE-Single-Handle-Freestanding-Floor-Mount-Roman-Tub-Faucet-Bathtub-Filler-with-Hand-Shower-in-Matte-Black-A-97006-Black/319531649,https://images.thdstatic.com/productImages/6a16f091-7bf8-4adf-a433-bea90da355b9/svn/matte-black-bwe-claw-foot-tub-faucets-a-97006-black-64_1000.jpg,0,354.12,USD
Bathtub Faucet,miscool,Miscool Poo Single-Handle Wall Mount Roman Tub Faucet with Hand Shower in Matte Black (Valve Included),320462907,1,0,https://www.homedepot.com/p/Miscool-Poo-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Matte-Black-Valve-Included-SHSMDH10E022BH/320462907,https://images.thdstatic.com/productImages/eeea14ad-c0c5-4983-80ac-bf955d42bc39/svn/matte-black-miscool-roman-tub-faucets-shsmdh10e022bh-64_1000.jpg,0,425.24,USD
Bathtub Faucet,tahanbath,Tahanbath Single-Handle 1-Spray Tub and Shower Faucet with Waterfall in Matte Black (Valve Included),319894234,1,0,https://www.homedepot.com/p/Tahanbath-Single-Handle-1-Spray-Tub-and-Shower-Faucet-with-Waterfall-in-Matte-Black-Valve-Included-RB0734-ZQ/319894234,https://images.thdstatic.com/productImages/0637fd01-e6cf-433d-a7a1-9e2712ac9ed4/svn/matte-black-tahanbath-bathtub-shower-faucet-combos-rb0734-zq-64_1000.jpg,0,493.39,USD
Bathtub Faucet,miscool,Miscool Oberlin Single-Handle Freestanding Floor Mount Roman Tub Faucet Bathtub Filler with Hand Shower in Brushed Nickel,320565317,1,0,https://www.homedepot.com/p/Miscool-Oberlin-Single-Handle-Freestanding-Floor-Mount-Roman-Tub-Faucet-Bathtub-Filler-with-Hand-Shower-in-Brushed-Nickel-SHSMDH10C37BNH/320565317,https://images.thdstatic.com/productImages/a87fb9f7-60c5-4965-86b1-08d507614b19/svn/brushed-nickel-miscool-roman-tub-faucets-shsmdh10c37bnh-64_1000.jpg,0,510.74,USD
Bathtub Faucet,ukishiro,UKISHIRO Single-Handle 1-Spray Settings Wall Mount Tub and Shower Faucet in Brushed Nickel,319732639,1,0,https://www.homedepot.com/p/UKISHIRO-Single-Handle-1-Spray-Settings-Wall-Mount-Tub-and-Shower-Faucet-in-Brushed-Nickel-SMD00JI2116009/319732639,https://images.thdstatic.com/productImages/faa82aba-541e-4160-aca1-88f8f7ad5d68/svn/brushed-nickel-ukishiro-bathtub-shower-faucet-combos-smd00ji2116009-64_1000.jpg,2,300.3,USD
Bathtub Faucet,american standard,American Standard Chatfield Single-Handle 3-Spray Tub and Shower Faucet and 4 in. Centerset Bathroom Faucet Set in Polished Chrome,311695391,1,0,https://www.homedepot.com/p/American-Standard-Chatfield-Single-Handle-3-Spray-Tub-and-Shower-Faucet-and-4-in-Centerset-Bathroom-Faucet-Set-in-Polished-Chrome-CHATTS4CSCH-BND/311695391,https://images.thdstatic.com/productImages/a309b488-e647-4e4f-a6b8-90e444922c85/svn/polished-chrome-american-standard-bathtub-shower-faucet-combos-chatts4csch-bnd-64_1000.jpg,3.2,177.05,USD
Bathtub Faucet,miscool,Miscool Single-Handle 6-Spray Tub and Shower Faucet in Matte Black (Valve Included),318976154,1,0,https://www.homedepot.com/p/Miscool-Single-Handle-6-Spray-Tub-and-Shower-Faucet-in-Matte-Black-Valve-Included-SHMSH10A3518MB/318976154,https://images.thdstatic.com/productImages/5ab17bae-835a-4c2a-888e-822db19d56b6/svn/matte-black-miscool-bathtub-shower-faucet-combos-shmsh10a3518mb-64_1000.jpg,0,231.92,USD
Bathtub Faucet,american standard,American Standard Chatfield Single-Handle 3-Spray Tub and Shower Faucet and Two Single Hole Bathroom Faucets Set in Polished Chrome,311697403,1,0,https://www.homedepot.com/p/American-Standard-Chatfield-Single-Handle-3-Spray-Tub-and-Shower-Faucet-and-Two-Single-Hole-Bathroom-Faucets-Set-in-Polished-Chrome-CHATTSCCH-BNDLE/311697403,https://images.thdstatic.com/productImages/be0e88b6-bcf6-49ca-bc93-29801858dee4/svn/polished-chrome-american-standard-bathtub-shower-faucet-combos-chattscch-bndle-64_1000.jpg,3.3,257.86,USD
Bathtub Faucet,hlihome,Hlihome Double Handle 1-Spray Pattern with 1.8 GPM 10 in. Wall Mount Dual Shower Heads with Tub Faucet in Matte Black,320742241,1,0,https://www.homedepot.com/p/Hlihome-Double-Handle-1-Spray-Pattern-with-1-8-GPM-10-in-Wall-Mount-Dual-Shower-Heads-with-Tub-Faucet-in-Matte-Black-RBDK-0907-MB/320742241,https://images.thdstatic.com/productImages/2db5ff1f-7252-42aa-9883-06446144d81d/svn/matte-black-hlihome-bathtub-shower-faucet-combos-rbdk-0907-mb-64_1000.jpg,0,379,USD
Bathtub Faucet,pfister,Pfister Vedra Single-Handle 3-Spray Tub and Shower Faucet in Spot Defense Brushed Nickel (Valve Included),319389415,1,0,https://www.homedepot.com/p/Pfister-Vedra-Single-Handle-3-Spray-Tub-and-Shower-Faucet-in-Spot-Defense-Brushed-Nickel-Valve-Included-8P8-WS2-VEDGS/319389415,https://images.thdstatic.com/productImages/ecf447be-d718-40aa-abfb-9a0fa2a15445/svn/spot-defense-brushed-nickel-pfister-bathtub-shower-faucet-combos-8p8-ws2-vedgs-64_1000.jpg,4.9,159,USD
Bathtub Faucet,american standard,American Standard Somerville 8 in. Widespread Bathroom Faucet Set of 2 and Single-Handle 3-Spray Tub and Shower Faucet Set Brushed Nickel,310655395,1,0,https://www.homedepot.com/p/American-Standard-Somerville-8-in-Widespread-Bathroom-Faucet-Set-of-2-and-Single-Handle-3-Spray-Tub-and-Shower-Faucet-Set-Brushed-Nickel-SMRVILLE-BNDLB/310655395,https://images.thdstatic.com/productImages/a38c18a1-b9ed-46b4-8c3b-a4acfe5b8578/svn/brushed-nickel-american-standard-bathtub-shower-faucet-combos-smrville-bndlb-64_1000.jpg,0,509.53,USD
Bathtub Faucet,aurora decor,Aurora Decor AcaD Single-Handle Wall Mount Roman Tub Faucet with Hand Shower in Brushed Gold (Valve Included),321394130,1,0,https://www.homedepot.com/p/Aurora-Decor-AcaD-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Brushed-Gold-Valve-Included-DAD-88021BG/321394130,https://images.thdstatic.com/productImages/fa4b35d6-331b-4e43-a107-104bf9f2c24c/svn/brushed-gold-aurora-decor-roman-tub-faucets-dad-88021bg-64_1000.jpg,0,250.88,USD
Bathtub Faucet,hansgrohe,Hansgrohe Metris C 2-Handle Deck Mount Roman Tub Faucet with Hand Shower in Chrome,312241163,1,0,https://www.homedepot.com/p/Hansgrohe-Metris-C-2-Handle-Deck-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Chrome-31312001/312241163,https://images.thdstatic.com/productImages/8c3ad7a5-7401-48b6-814f-35b81c7a9323/svn/chrome-hansgrohe-roman-tub-faucets-31312001-64_1000.jpg,0,535.42,USD
Bathtub Faucet,pfister,Pfister Bellance Single Handle 3-Spray Tub and Shower Faucet in Matte Black,319743044,1,0,https://www.homedepot.com/p/Pfister-Bellance-Single-Handle-3-Spray-Tub-and-Shower-Faucet-in-Matte-Black-8P8-WS2-BLLSB/319743044,https://images.thdstatic.com/productImages/9370a028-0e3c-4932-b0d3-8a1000ed47ec/svn/matte-black-pfister-bathtub-shower-faucet-combos-8p8-ws2-bllsb-64_1000.jpg,4.9,199,USD
Bathtub Faucet,hansgrohe,Hansgrohe Locarno 2-Handle Deck Mount Roman Tub Faucet with Hand Shower in Polished Nickel,315602203,1,0,https://www.homedepot.com/p/Hansgrohe-Locarno-2-Handle-Deck-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Polished-Nickel-04817830/315602203,https://images.thdstatic.com/productImages/2ab4fba2-89c1-55ae-9398-3164b941d02d/svn/polished-nickel-hansgrohe-roman-tub-faucets-04817830-64_1000.jpg,0,556.1,USD
Bathtub Faucet,wellfor,WELLFOR Single Handle Floor Mount Tub Faucet Freestanding Bath Filler with Hand Shower in Brushed Gold,319694751,1,0,https://www.homedepot.com/p/WELLFOR-Single-Handle-Floor-Mount-Tub-Faucet-Freestanding-Bath-Filler-with-Hand-Shower-in-Brushed-Gold-SPA-18007BG/319694751,https://images.thdstatic.com/productImages/a0266d7d-3892-4985-9ef5-7a4e3ce24897/svn/brushed-gold-wellfor-claw-foot-tub-faucets-spa-18007bg-64_1000.jpg,0,420.9,USD
Bathtub Faucet,nestfair,Nestfair Single-Handle Wall Mount Roman Tub Faucet with Hand Shower in Brushed Gold,323840964,1,0,https://www.homedepot.com/p/Nestfair-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Brushed-Gold-SMD3017G/323840964,https://images.thdstatic.com/productImages/0cf8d6a5-54f1-4873-8722-7449be8ce69c/svn/brushed-gold-nestfair-roman-tub-faucets-smd3017g-64_1000.jpg,0,283.09,USD
Bathtub Faucet,kohler,KOHLER Numista Single-Handle 3-Spray Wall-Mount Tub and Shower Faucet in Vibrant Brushed Nickel (Valve Included),315695666,1,0,https://www.homedepot.com/p/KOHLER-Numista-Single-Handle-3-Spray-Wall-Mount-Tub-and-Shower-Faucet-in-Vibrant-Brushed-Nickel-Valve-Included-K-R26586-4G-BN/315695666,https://images.thdstatic.com/productImages/72d9359d-ac40-4da4-b746-61714e2dcbe7/svn/vibrant-brushed-nickel-kohler-bathtub-shower-faucet-combos-k-r26586-4g-bn-64_1000.jpg,3.8,199,USD
Bathtub Faucet,aurora decor,Aurora Decor Pomelo Freestanding Floor Mount Single Handle Bath Tub Filler Faucet with Handheld Shower in Matte Black,318804800,1,0,https://www.homedepot.com/p/Aurora-Decor-Pomelo-Freestanding-Floor-Mount-Single-Handle-Bath-Tub-Filler-Faucet-with-Handheld-Shower-in-Matte-Black-AD-18004B/318804800,https://images.thdstatic.com/productImages/bd84839a-41ed-4dc2-ba58-1a8d6865bef4/svn/matte-aurora-decor-claw-foot-tub-faucets-ad-18004b-64_1000.jpg,1,416.15,USD
Bathtub Faucet,aurora decor,Aurora Decor Pomelo Freestanding Floor Mount Single Handle Bath Tub Filler Faucet with Handheld Shower in Matte Black,318801228,1,0,https://www.homedepot.com/p/Aurora-Decor-Pomelo-Freestanding-Floor-Mount-Single-Handle-Bath-Tub-Filler-Faucet-with-Handheld-Shower-in-Matte-Black-AD-18007B/318801228,https://images.thdstatic.com/productImages/3fc8c0a1-65d3-4d7b-9c6b-feae8e744418/svn/matte-black-aurora-decor-claw-foot-tub-faucets-ad-18007b-64_1000.jpg,0,396.7,USD
Bathtub Faucet,ukishiro,UKISHIRO Babysbreath Single-Handle 1-Spray Wall Mount Roman Tub Faucet with Hand Shower in Brushed Gold (Valve Included),321500617,1,0,https://www.homedepot.com/p/UKISHIRO-Babysbreath-Single-Handle-1-Spray-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Brushed-Gold-Valve-Included-SMD0JN220506021/321500617,https://images.thdstatic.com/productImages/3bfaaffb-efcc-4d76-8d92-97e6220a4c45/svn/brushed-gold-ukishiro-bathtub-shower-faucet-combos-smd0jn220506021-64_1000.jpg,0,210.23,USD
Bathtub Faucet,kohler,KOHLER Sundae Single-Handle 3-Spray Tub and Shower Faucet 1.75 GPM in Vibrant Brushed Moderne Brass (Valve Included),323706391,1,0,https://www.homedepot.com/p/KOHLER-Sundae-Single-Handle-3-Spray-Tub-and-Shower-Faucet-1-75-GPM-in-Vibrant-Brushed-Moderne-Brass-Valve-Included-R28798-4G-2MB/323706391,https://images.thdstatic.com/productImages/fdad5102-cf94-40b1-a994-8ebfc3d5bdc5/svn/vibrant-brushed-moderne-brass-kohler-bathtub-shower-faucet-combos-r28798-4g-2mb-64_1000.jpg,0,209,USD
Bathtub Faucet,aurora decor,Aurora Decor ACAD Single-Handle Freestanding Floor Mount Tub Filler Faucet with Hand Shower in Matte Black,320845877,1,0,https://www.homedepot.com/p/Aurora-Decor-ACAD-Single-Handle-Freestanding-Floor-Mount-Tub-Filler-Faucet-with-Hand-Shower-in-Matte-Black-DFFHD2BNK0862/320845877,https://images.thdstatic.com/productImages/adc65a81-85c2-453b-b078-cc3d8c10f805/svn/matte-black-aurora-decor-claw-foot-tub-faucets-dffhd2bnk0862-64_1000.jpg,0,385.74,USD
Bathtub Faucet,fontaine by italia,Fontaine by Italia Hotel De Ville Single Handle 1-Spray Square Tub and Shower Faucet in Chrome Valve Included,308884827,1,0,https://www.homedepot.com/p/Fontaine-by-Italia-Hotel-De-Ville-Single-Handle-1-Spray-Square-Tub-and-Shower-Faucet-in-Chrome-Valve-Included-MFF-HVTS-CP/308884827,https://images.thdstatic.com/productImages/53ec33ef-172d-4f55-ad53-90323f10c787/svn/polished-chrome-fontaine-by-italia-bathtub-shower-faucet-combos-mff-hvts-cp-64_1000.jpg,1,161.97,USD
Bathtub Faucet,aurora decor,Aurora Decor ACA Single-Handle 1-Spray High Pressure Waterfall Wall Mounted Tub and Shower Faucet with Hand Shower in matte black,321377477,1,0,https://www.homedepot.com/p/Aurora-Decor-ACA-Single-Handle-1-Spray-High-Pressure-Waterfall-Wall-Mounted-Tub-and-Shower-Faucet-with-Hand-Shower-in-matte-black-BSMSH2B-BB812MB/321377477,https://images.thdstatic.com/productImages/0970e2be-cf4e-4364-830d-c41efa53c637/svn/matte-black-aurora-decor-bathtub-shower-faucet-combos-bsmsh2b-bb812mb-64_1000.jpg,0,246.19,USD
Bathtub Faucet,belanger,KEENEY Belanger Single-Handle 1-Spray Tub and Shower Faucet in Matte Black (Valve Included),311032192,1,0,https://www.homedepot.com/p/KEENEY-Belanger-Single-Handle-1-Spray-Tub-and-Shower-Faucet-in-Matte-Black-Valve-Included-QUA90CMB/311032192,https://images.thdstatic.com/productImages/da31772b-f66f-4ff8-aa25-387de287d8b4/svn/matte-black-keeney-bathtub-shower-faucet-combos-qua90cmb-64_1000.jpg,3.9,274,USD
Bathtub Faucet,home,Magic Home Single-Handle 1-Spray 10 in. Wall Mounted Dual Shower Head Tub and Shower Faucet in Matte Black (Valve Included),317852627,1,0,https://www.homedepot.com/p/Magic-Home-Single-Handle-1-Spray-10-in-Wall-Mounted-Dual-Shower-Head-Tub-and-Shower-Faucet-in-Matte-Black-Valve-Included-SL-16008-B/317852627,https://images.thdstatic.com/productImages/65abc234-7c20-4b0a-a3c6-899a1f22cbf3/svn/matte-black-magic-home-bathtub-shower-faucet-combos-sl-16008-b-64_1000.jpg,1,196.15,USD
Bathtub Faucet,magic home,Magic Home Single-Handle 1-Spray 10 in. Wall Mounted Dual Shower Head Tub and Shower Faucet in Matte Black (Valve Included),317852627,1,0,https://www.homedepot.com/p/Magic-Home-Single-Handle-1-Spray-10-in-Wall-Mounted-Dual-Shower-Head-Tub-and-Shower-Faucet-in-Matte-Black-Valve-Included-SL-16008-B/317852627,https://images.thdstatic.com/productImages/65abc234-7c20-4b0a-a3c6-899a1f22cbf3/svn/matte-black-magic-home-bathtub-shower-faucet-combos-sl-16008-b-64_1000.jpg,1,196.15,USD
Bathtub Faucet,american standard,American Standard Rumson Single Hole Bathroom Faucet Set and SingleHandle 3-Spray Tub and Shower Faucet in Brushed Nickel (Valve Included),317480369,1,0,https://www.homedepot.com/p/American-Standard-Rumson-Single-Hole-Bathroom-Faucet-Set-and-SingleHandle-3-Spray-Tub-and-Shower-Faucet-in-Brushed-Nickel-Valve-Included-RumsonTS2MonoCH/317480369,https://images.thdstatic.com/productImages/0599690b-187a-44a4-abdd-2982f4d589db/svn/polished-chrome-american-standard-bathtub-shower-faucet-combos-rumsonts2monoch-64_1000.jpg,0,289.02,USD
Bathtub Faucet,msi,MSI Single Handle 1-Spray Tub and Shower Faucet with Pressure Balance Valve in Brushed Nickel (Valve Included),317007265,1,0,https://www.homedepot.com/p/MSI-Single-Handle-1-Spray-Tub-and-Shower-Faucet-with-Pressure-Balance-Valve-in-Brushed-Nickel-Valve-Included-S1HBN6104-607/317007265,https://images.thdstatic.com/productImages/31baafcd-865c-4d00-ac26-bf873c880d8a/svn/brushed-nickel-msi-bathtub-shower-faucet-combos-s1hbn6104-607-64_1000.jpg,0,105.88,USD
Bathtub Faucet,miscool,Miscool Pole Single-Handle Wall Mount Roman Tub Faucet with Hand Shower in Matte Black (Valve Included),320462926,1,0,https://www.homedepot.com/p/Miscool-Pole-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Matte-Black-Valve-Included-SHSMDH10E022BL/320462926,https://images.thdstatic.com/productImages/eeea14ad-c0c5-4983-80ac-bf955d42bc39/svn/matte-black-miscool-roman-tub-faucets-shsmdh10e022bl-64_1000.jpg,0,354.02,USD
Bathtub Faucet,cadeninc,cadeninc Single-Handle 5-Spray Patterns with 1.8 GPM 6 in. Wall Mount Shower System Tub and Shower Faucet Set in Matte Black,319055261,1,0,https://www.homedepot.com/p/cadeninc-Single-Handle-5-Spray-Patterns-with-1-8-GPM-6-in-Wall-Mount-Shower-System-Tub-and-Shower-Faucet-Set-in-Matte-Black-MS-LQA35-19MB/319055261,https://images.thdstatic.com/productImages/b7e7e49b-1aec-46d9-8d53-bbc1e5bc6684/svn/matte-black-cadeninc-bathtub-shower-faucet-combos-ms-lqa35-19mb-64_1000.jpg,0,177.6,USD
Bathtub Faucet,hansgrohe,Hansgrohe Locarno 2-Handle Deck Mount Roman Tub Faucet with Hand Shower in Matte Black,315602213,1,0,https://www.homedepot.com/p/Hansgrohe-Locarno-2-Handle-Deck-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Matte-Black-04817670/315602213,https://images.thdstatic.com/productImages/d4dde9eb-93d1-5238-9d39-6406ac74564d/svn/matte-black-hansgrohe-roman-tub-faucets-04817670-64_1000.jpg,0,559.25,USD
Bathtub Faucet,miscool,Miscool Teves Single Handle Wall Mount Roman Tub Faucet with Hand Shower in Matte Black,321355192,1,0,https://www.homedepot.com/p/Miscool-Teves-Single-Handle-Wall-Mount-Roman-Tub-Faucet-with-Hand-Shower-in-Matte-Black-SHMSH10E812BH/321355192,https://images.thdstatic.com/productImages/d2dabe31-4b16-4d95-9e1b-bbfafa29dfd7/svn/matte-black-miscool-roman-tub-faucets-shmsh10e812bh-64_1000.jpg,0,308.86,USD
Bathtub Faucet,pfister,Pfister Vedra Single-Handle 3-Spray Tub and Shower Faucet in Spot Defense Brushed Nickel (Valve Included),319389415,1,0,https://www.homedepot.com/p/Pfister-Vedra-Single-Handle-3-Spray-Tub-and-Shower-Faucet-in-Spot-Defense-Brushed-Nickel-Valve-Included-8P8-WS2-VEDGS/319389415,https://images.thdstatic.com/productImages/ecf447be-d718-40aa-abfb-9a0fa2a15445/svn/spot-defense-brushed-nickel-pfister-bathtub-shower-faucet-combos-8p8-ws2-vedgs-64_1000.jpg,4.9,159,USD
